age,income,claim_amount,num_claims,has_prior_fraud,is_fraud
52,77290,34241,3,1,0
20,73634,45392,2,0,0
62,32699,27620,0,0,0
57,86912,18077,5,0,0
24,34255,13663,6,0,0
44,99183,18799,2,0,0
18,80282,48285,4,0,0
44,78249,18619,7,1,0
33,58176,4967,0,1,0
55,28163,28488,3,1,0
24,74210,14211,1,0,0
61,91979,22169,1,0,0
40,98860,31373,2,0,0
58,41143,33669,3,1,0
28,24920,7634,1,1,0
59,102911,1840,2,1,0
50,57996,35229,1,1,1
67,31748,22318,2,1,1
53,114071,16405,0,0,0
54,101251,48771,2,1,0
58,67252,37240,0,1,0
34,83179,16847,5,1,0
52,26450,24547,3,1,0
65,72756,7575,3,1,0
22,70235,31123,1,0,0
65,110546,5843,2,0,0
49,20020,28451,3,1,1
20,100253,8739,1,0,0
69,29664,15852,1,1,0
64,86635,10157,1,0,0
52,43225,23406,0,1,0
69,88173,48284,3,1,1
31,105333,46200,1,1,0
65,60225,8432,1,0,0
48,30807,19837,3,1,0
48,103274,16148,1,0,0
34,26402,12194,1,1,0
41,24521,33591,0,1,0
69,83165,15819,3,0,0
40,28382,7625,0,1,0
35,35065,8404,2,0,0
67,105470,15674,2,1,0
31,34425,11507,4,0,0
67,33111,21387,3,0,0
32,60799,19697,2,1,0
32,73257,38391,5,1,0
23,81177,20547,1,1,1
44,101046,24570,4,1,0
32,57851,40783,3,0,0
67,28816,29037,1,0,0
53,97853,31083,2,0,0
25,22175,49029,1,0,0
32,31341,41550,3,0,0
20,83908,38982,3,1,0
64,45654,40706,1,1,0
30,80895,3988,3,0,0
58,79696,6156,3,1,0
51,77889,39280,4,0,0
41,107144,10788,3,0,0
57,103115,15185,4,1,0
49,50194,19734,2,0,0
49,54837,10971,1,1,0
47,88894,44408,1,1,0
69,104358,7487,2,0,0
66,61576,21997,0,0,0
30,39727,47456,1,0,0
18,54579,13452,3,1,0
51,116554,16372,1,0,0
32,36555,45767,1,0,0
61,73294,14434,2,1,0
31,69777,13416,3,1,0
46,25906,20248,0,1,0
51,60751,47713,1,1,0
35,89599,29194,3,1,0
24,94180,34785,0,1,0
46,93678,38458,6,0,0
48,51644,9373,2,1,0
42,53521,31283,1,1,0
55,31564,30415,0,0,0
31,90640,27414,1,1,0
25,47299,15378,3,0,0
44,67958,19336,1,0,0
19,76078,5700,3,0,0
34,33421,14901,0,0,0
54,108747,25838,3,1,0
31,31202,23597,2,1,0
42,62185,34428,1,1,0
47,23685,41149,1,1,0
46,110197,36687,6,1,0
37,62637,30493,8,0,0
38,38366,32852,5,1,1
39,44276,11932,0,1,0
52,100946,24009,1,1,0
54,68239,34583,1,1,0
33,95214,48278,1,0,0
67,44575,28994,2,0,0
66,61401,30865,2,0,1
60,61230,13289,0,0,0
34,99424,29293,1,0,0
33,102263,5734,2,0,0
19,88617,21013,0,0,0
21,43021,36521,2,1,0
38,29449,7505,2,1,0
56,35657,45327,0,1,0
51,55059,48673,2,0,0
47,21532,5685,2,1,0
23,70805,19409,0,1,0
34,101551,20517,4,0,0
56,57756,45533,2,1,0
42,91880,31475,0,1,0
22,94642,37989,1,0,0
22,54206,16327,2,0,0
37,72168,4671,0,0,0
33,95188,5941,4,1,0
68,44550,27372,3,0,1
58,26389,13466,1,1,0
54,107897,19286,0,1,0
57,55847,45959,4,1,0
26,99239,5588,0,1,0
22,38642,29080,2,1,0
59,56509,25544,1,1,0
19,99417,11811,0,0,0
26,69237,19733,3,1,0
60,35414,41696,2,1,0
53,83176,49093,0,1,1
39,99865,40888,2,0,0
39,82059,48042,1,1,0
39,69150,31059,6,0,0
51,108367,38487,0,0,0
46,61091,41849,5,0,0
55,93124,15550,1,1,0
63,20903,11864,1,1,0
50,74235,26394,2,0,0
35,78565,20061,4,0,1
24,75342,13624,4,0,0
18,62723,25934,1,0,0
50,55572,4361,2,1,0
18,37610,14707,3,0,0
41,54052,2924,1,1,0
21,118993,30487,2,0,0
21,107063,13647,2,0,1
35,57550,32734,3,1,0
44,74033,30018,2,0,0
60,49011,22627,2,0,0
49,54764,22031,5,1,0
50,117540,40449,3,1,1
45,73533,3701,2,1,0
59,44064,47943,3,0,0
58,69581,43890,1,1,0
53,48702,17719,2,1,0
23,105701,10718,5,1,0
33,28631,1056,3,0,0
51,107388,47741,2,1,0
40,90043,16352,0,0,0
67,86063,48820,4,1,1
59,48981,4147,1,0,0
41,55764,4537,0,0,0
66,70513,23812,4,1,0
30,119007,1721,0,0,0
35,86198,46037,3,1,1
30,44940,17769,2,0,0
66,91792,41194,2,0,0
54,48432,47556,2,0,0
60,28367,47775,0,0,0
56,45511,44847,4,0,0
59,28573,15346,1,0,0
34,35582,40883,2,1,0
32,25378,11911,2,1,0
35,85296,1259,1,1,1
40,33500,21872,2,0,0
68,85841,9791,3,0,0
47,41881,8536,1,1,0
51,90233,21432,1,0,1
21,71542,33750,5,1,0
20,85285,42715,1,1,0
24,79547,45537,3,1,0
35,82151,20541,1,0,0
59,27222,44718,1,1,0
24,27933,17860,1,0,0
57,103385,6283,0,1,1
23,109772,31743,4,0,0
39,118706,43559,2,0,0
18,98437,36127,0,1,0
21,26940,8405,3,0,0
63,104590,32181,2,0,1
66,79145,33205,1,1,0
69,63610,25408,0,1,0
67,77520,18645,2,1,0
60,24544,48125,0,0,0
46,110854,7323,2,1,0
38,74812,6937,1,0,0
43,91610,44798,3,1,0
31,71500,31431,0,1,0
26,59618,18882,5,1,0
64,119054,26324,1,1,0
29,45444,14003,1,0,1
59,105982,44346,3,0,0
68,114079,26106,4,0,0
68,76586,13979,3,1,0
23,44789,35977,3,0,0
37,21617,45828,2,0,0
41,23333,8228,2,0,0
44,60002,10300,2,0,0
55,83620,9681,5,0,0
25,107688,41964,1,1,0
18,109627,9267,1,0,0
66,20511,6372,1,0,0
66,57850,39918,0,1,0
41,102172,11920,0,0,1
64,106053,49769,0,1,0
24,51786,17856,3,0,0
36,94356,28785,1,0,0
39,56244,48915,2,0,1
52,94714,18221,0,1,0
47,87261,26178,1,0,0
46,38477,34954,1,1,0
39,66533,7461,5,1,1
28,54469,18865,1,0,1
37,28496,45232,4,0,0
46,32270,15052,1,0,0
68,96008,31370,1,1,0
58,40724,8332,2,0,0
59,50416,1327,1,1,0
51,55575,23765,1,1,0
18,101190,6239,4,0,0
48,96614,11078,3,1,0
47,113566,8038,2,1,0
65,93108,9048,3,0,0
35,37408,29671,2,0,0
34,39359,15954,2,1,0
55,28698,36065,2,0,0
31,90392,46471,0,1,0
40,113063,3779,2,1,1
42,59492,47474,1,1,1
32,94781,14225,1,1,0
63,63634,41086,5,1,0
39,62864,33541,4,0,0
20,114482,20720,1,0,0
36,57355,14531,3,1,0
61,57690,6335,1,0,1
51,57814,10530,5,0,1
52,51645,25791,2,0,0
67,104814,41270,2,0,0
18,92739,2649,5,1,0
69,76630,14472,1,1,0
38,68171,3862,2,0,0
46,41658,26185,5,1,0
23,35797,28134,0,1,0
54,78799,1917,0,1,1
18,118342,13444,0,1,0
68,116494,42121,1,1,0
18,72236,21521,5,0,0
44,26265,39217,3,1,0
38,92134,23066,10,1,0
33,102678,3811,2,1,0
61,73494,37189,2,0,0
57,72268,10290,5,0,0
43,46998,36489,3,1,0
33,111426,28284,2,1,0
45,114414,25698,1,0,0
18,81339,44660,2,1,0
53,34306,20637,6,0,1
27,84006,49024,1,1,0
60,67345,34556,3,1,0
34,31885,17640,3,1,0
40,63826,5025,4,1,1
24,75597,32476,4,0,0
61,27443,7741,3,1,0
24,117375,4654,2,0,0
61,37084,47348,4,0,0
32,109447,41428,3,0,0
51,24383,37019,1,0,0
63,112313,39036,2,0,0
62,54361,45549,0,1,0
21,100294,30843,1,0,0
31,81331,24560,2,0,0
31,115057,47257,2,1,0
33,40529,48899,3,0,0
24,78574,41330,1,0,0
49,108627,16987,3,1,1
36,116917,21810,2,0,0
19,50932,21311,1,0,1
27,21908,48159,3,1,0
67,50358,35920,1,0,0
34,50412,9738,1,0,0
54,103710,8888,1,1,1
29,101032,43864,1,1,0
23,22928,6474,0,0,0
39,85158,1488,2,1,0
49,50632,25144,1,0,0
58,52309,6622,2,0,1
37,29280,32830,5,1,0
18,60449,37542,4,0,0
64,107171,40214,2,1,1
23,46957,28648,2,1,0
36,56895,33697,5,1,0
35,90499,26223,0,1,0
23,113057,22865,0,1,0
62,118151,9572,2,0,0
50,41695,41601,1,0,0
40,94893,44026,0,0,0
40,83123,24501,3,1,0
43,45176,27866,3,1,0
30,38409,13416,2,1,0
24,76967,26775,1,1,0
32,20987,30080,2,1,0
61,74462,5887,4,0,1
44,87501,20374,3,1,0
43,116854,17605,2,1,0
50,46015,16684,2,1,0
32,114727,25002,3,0,0
53,86404,27015,3,0,0
62,70281,23972,2,0,0
44,57146,1617,3,1,0
22,68231,47404,1,1,0
19,49032,36338,2,1,0
50,48305,7309,5,0,0
33,74306,20139,2,1,0
40,108176,3790,0,1,0
55,38318,8826,5,0,0
33,33246,13134,2,0,0
31,53844,20693,3,0,0
46,52602,5054,2,0,0
43,41584,17090,1,0,0
52,35169,24808,2,0,0
32,45968,41449,2,0,0
20,26385,16569,5,0,0
40,93758,33227,0,1,0
46,45444,7508,2,0,0
51,82497,17608,3,1,0
50,25362,24523,1,0,0
58,119254,11433,2,1,0
58,28250,32939,2,1,0
40,88354,46112,5,1,0
24,56368,25520,2,1,0
20,64109,12888,1,0,0
49,100589,31932,2,0,0
48,77645,20734,3,1,0
35,76997,4827,2,1,0
60,47426,17257,5,0,0
24,59023,33194,4,0,0
58,79267,32318,2,0,0
18,44892,17793,0,1,0
31,79232,35684,1,1,0
69,114897,29014,0,0,0
49,79225,3859,3,0,0
23,36007,40840,0,1,0
56,99777,32856,3,0,0
27,64858,49291,1,0,0
24,65073,35819,4,0,0
43,109438,21085,2,1,0
51,110042,9214,2,1,1
47,103098,36736,2,0,0
53,40239,42704,0,1,0
38,82969,1601,1,0,0
34,33065,25318,2,1,0
50,61291,16451,3,0,0
27,58805,47025,2,1,0
68,118831,6274,1,1,0
64,38443,19226,1,1,0
59,29290,44634,1,0,0
68,20211,31926,0,0,0
29,103634,46136,2,1,0
33,39072,20046,3,0,0
58,63290,9674,0,0,0
49,105186,20023,1,1,0
32,35115,22910,1,0,0
44,25149,49230,2,1,0
45,61992,12503,6,0,0
34,37716,49392,3,1,0
63,117724,48138,2,1,0
67,33621,6368,3,1,0
19,26820,24527,1,0,0
53,62800,46335,3,1,0
67,75043,23487,1,1,1
24,50399,37593,1,1,0
30,34002,11391,2,1,0
32,63098,10874,0,0,0
42,65511,4608,0,0,0
40,73243,31451,2,1,0
39,48750,40646,1,0,0
43,111610,34786,3,0,0
50,37310,28546,1,0,0
28,75398,43378,1,0,1
27,102542,36268,2,1,0
42,95207,3667,3,1,0
54,64345,43346,2,0,1
65,113430,6230,2,1,0
60,111729,26720,0,1,0
55,71843,44023,0,0,0
58,30222,38602,1,0,1
62,109322,2546,4,1,1
41,51509,16050,3,0,0
57,20386,48817,5,1,0
63,84334,31134,0,1,0
50,87170,16640,0,0,0
34,60878,21828,0,0,0
41,89669,15284,0,0,0
54,58349,4423,1,0,0
19,41952,29577,1,1,0
49,110352,20070,1,0,0
41,41529,3332,4,1,0
26,91303,7066,3,0,0
21,61521,19040,2,0,0
34,38383,39806,1,0,0
34,24901,9583,0,0,0
67,62889,39057,0,0,0
65,34633,23604,4,0,0
47,82244,27564,1,1,0
57,39163,34064,2,1,0
28,79019,23857,4,0,0
38,30707,29941,1,0,0
38,108112,38962,1,0,0
35,103597,39573,0,0,0
46,65101,46565,1,1,0
41,64706,26692,1,1,0
27,97084,17879,2,1,0
62,35115,36763,3,1,0
34,95379,17477,2,1,0
35,59979,46680,1,0,0
59,60641,7393,2,0,0
65,89377,34488,4,1,0
37,26416,22459,1,1,0
54,30633,40093,2,0,1
62,20594,13554,2,0,0
35,34393,38867,1,0,0
34,55380,13568,3,1,0
26,65056,37794,3,0,0
31,108279,46015,1,1,1
66,117507,6057,6,1,0
46,24861,18490,0,1,0
48,56126,6305,4,1,0
21,100382,33740,1,1,0
35,111713,45682,1,1,0
37,53682,25118,2,1,0
64,38228,7674,3,1,0
60,44009,43331,2,1,0
61,20094,25998,3,1,0
26,100636,16316,2,0,1
30,72221,17217,1,0,0
32,118453,3005,1,0,0
44,37430,46509,1,0,0
32,55571,15602,3,0,0
45,74486,22645,6,0,0
54,110510,46371,2,0,1
36,116665,14987,1,1,0
43,82294,14543,3,1,0
69,40860,28944,1,1,0
43,92812,10144,5,1,0
42,86087,44882,1,1,0
43,28486,39459,2,0,0
43,103063,40827,3,0,0
63,69607,31741,0,0,0
45,29745,5479,4,0,0
66,98533,5198,2,0,0
35,38330,10091,3,0,0
49,60078,48836,4,0,0
20,75332,5205,2,1,1
19,74532,4641,1,0,0
50,110365,4543,3,1,0
59,63336,49192,0,0,0
36,28070,6591,3,1,0
34,21320,45601,0,0,0
61,109043,30341,3,0,1
50,58921,30055,1,0,0
29,26589,7116,2,0,0
66,84409,1761,2,1,0
20,112995,3407,2,1,0
60,35589,32594,5,1,0
66,56375,1885,1,1,0
43,63085,33195,2,1,0
52,80840,36411,0,1,0
25,63200,28819,2,0,0
69,118704,12125,1,0,0
53,46732,22494,4,1,0
24,117047,35236,3,1,0
63,42426,25585,2,1,1
63,50982,23045,1,1,0
53,79720,23447,0,0,0
33,36746,47134,3,1,0
41,48514,40783,2,0,0
18,84889,27238,4,0,0
66,23851,40091,2,0,0
42,39796,42703,4,0,0
27,96034,36196,4,1,0
33,82798,12685,2,0,0
33,118388,13738,1,1,0
25,82985,43076,2,1,0
46,54592,49647,0,1,0
56,64845,16772,1,0,0
45,35930,11633,4,1,0
23,41159,24492,0,1,0
33,115072,44961,0,1,0
37,109788,49049,2,0,0
33,44003,37855,0,1,0
24,55139,7228,0,0,0
58,72452,3831,3,1,0
31,42205,21045,0,0,0
60,116059,19132,3,0,0
43,76955,12055,1,1,0
43,27464,25318,1,0,0
31,102646,14795,6,1,0
24,92657,41320,3,1,0
50,29840,20648,1,1,0
43,60768,23158,1,1,1
62,29461,22747,0,1,0
37,40927,24234,2,1,0
20,109934,48373,2,1,0
69,118622,32560,2,0,0
21,35329,12282,2,1,0
43,35791,34831,2,1,0
28,72627,24043,0,0,0
19,34372,47112,3,0,0
31,112890,21929,3,0,0
61,68469,49666,5,0,1
47,107073,36500,3,0,0
66,54370,2872,1,1,0
29,71408,38488,1,1,0
43,110941,2969,0,1,0
61,43703,26460,2,1,0
50,35234,13155,2,0,0
30,27532,12870,2,0,0
31,55416,29392,1,1,0
41,92439,4717,3,1,0
51,38242,2374,3,1,0
61,70254,22826,1,1,0
43,99324,9679,4,0,0
38,55249,14427,3,0,0
45,115049,24564,4,1,0
65,105078,35708,3,0,1
53,52294,36135,2,1,0
57,79784,45196,1,0,0
19,23684,25271,4,0,0
59,43795,17631,5,0,0
26,80301,20887,5,0,0
40,89187,26259,2,1,0
32,30431,33396,1,1,0
30,95667,20144,2,1,0
40,109627,13655,2,1,1
34,110381,41736,3,0,0
65,110027,21836,2,1,0
19,75372,48511,1,1,0
37,90366,2368,3,1,0
37,114176,35994,1,1,0
63,92870,45456,1,0,0
20,67387,37380,0,1,0
29,72927,13199,1,0,0
57,29304,43802,2,0,0
19,37032,12569,2,0,0
53,111291,34827,2,0,0
31,79486,32182,4,0,0
33,85552,14115,3,1,0
36,93844,22649,2,0,1
51,49654,19195,1,0,0
61,59244,31596,0,0,0
63,25942,35961,2,1,1
23,70697,28003,1,0,0
30,22693,17551,2,1,0
53,76751,49896,1,0,1
39,101098,24826,2,1,0
35,26259,37950,1,0,0
29,24942,25729,2,1,0
69,67419,4868,3,1,0
47,76105,42274,1,1,0
68,85907,39718,3,1,0
57,47383,33353,4,0,1
24,43404,42682,2,1,0
49,92656,31653,0,1,0
65,25702,15141,3,0,0
36,93883,12537,0,0,0
23,76332,31401,4,1,0
37,59419,28387,1,0,0
44,110576,17154,0,1,0
60,108078,36077,1,1,0
54,93844,7630,1,1,0
65,59242,44461,1,0,1
24,54142,15778,1,0,0
22,116226,45293,4,1,0
28,27393,24070,1,1,1
32,89939,14416,2,1,0
20,89082,26399,2,0,0
22,48893,9629,4,0,0
40,29388,9360,2,0,1
54,82969,13011,2,0,0
26,56660,41721,2,1,0
32,109244,37069,1,1,0
20,44726,12227,1,1,0
46,99544,40587,0,1,0
23,82996,45550,0,0,0
34,20111,3769,2,1,0
43,37545,11492,2,0,1
38,60168,4345,2,0,0
25,22379,3665,3,0,0
38,115773,25807,1,1,0
28,107346,44552,0,1,0
55,61120,13366,0,1,0
25,37809,10325,2,1,0
59,72813,6440,1,1,0
41,94005,29222,1,0,0
52,47967,27951,1,1,1
31,29748,40878,1,1,0
31,43424,21264,2,1,0
27,106512,20121,2,1,0
29,43914,19815,3,0,0
55,115603,45263,2,0,0
61,98478,31311,3,0,0
63,39491,43397,4,1,0
51,69454,20749,2,0,0
58,90069,30218,1,1,0
27,71925,16533,1,0,0
34,109119,45133,3,1,0
34,57049,45867,1,1,0
20,47821,2316,1,0,0
48,115797,38972,2,0,0
68,49945,22388,1,0,0
18,37384,14512,1,1,0
29,48410,1684,1,1,0
56,97734,28164,3,1,0
21,83766,40208,0,1,0
59,114890,12735,0,1,0
30,27169,36855,3,0,0
51,60129,43635,2,1,1
59,117445,39546,4,1,0
38,23830,49797,2,0,0
39,76306,9079,4,0,0
21,106940,23412,1,1,0
35,85267,36862,3,1,0
22,47757,20191,2,1,0
36,83867,15821,4,1,0
19,55650,8582,2,1,0
29,53766,10012,1,0,0
34,101478,34655,5,1,0
27,52419,45688,3,0,0
51,36668,39783,2,0,0
23,36246,15530,1,1,0
25,44996,21377,2,0,0
68,71312,46221,2,1,0
28,23065,22653,4,1,0
29,30467,41276,3,0,0
26,70646,21380,0,0,1
19,41007,1556,0,0,0
25,88079,27790,0,1,0
28,48702,9900,1,0,0
53,114369,34485,0,0,0
27,95569,37433,4,0,1
38,73952,14891,5,0,0
37,78065,44104,1,0,0
65,54169,16014,4,0,0
25,36829,7547,0,0,0
53,80135,38964,2,0,0
46,24522,30932,1,1,1
59,105687,45739,1,1,0
29,55319,21263,2,0,0
31,46543,20320,2,1,0
65,50473,48984,2,1,0
67,27699,44374,2,1,0
38,88165,40459,5,0,0
39,60455,8045,3,1,0
38,95692,44255,3,1,0
61,37441,2237,1,0,0
67,50716,44077,0,0,0
47,82175,40240,2,1,0
56,26834,37326,0,1,0
37,38179,6293,1,1,0
41,46219,26274,1,0,0
40,35782,20237,1,0,0
24,101363,29384,1,1,0
26,94967,31993,1,1,0
18,29496,13811,4,0,0
43,108867,19229,3,0,0
55,59238,40130,2,0,1
55,66025,14311,2,1,0
61,79886,24040,2,1,0
39,43563,4182,1,0,0
61,23712,48066,1,0,0
27,114067,6760,4,1,0
23,65489,8260,4,1,1
34,52664,34218,3,1,0
68,32420,47475,2,1,0
67,74610,2915,0,1,0
55,25315,10115,2,1,0
41,90917,8076,3,0,0
68,95033,15814,0,0,0
27,114576,34083,1,0,0
25,117911,5793,2,1,0
38,99030,2262,1,1,0
23,83910,10319,2,0,0
38,117288,14194,3,1,0
56,80972,20309,1,0,1
41,110893,29760,0,0,1
50,75919,27998,0,0,0
35,102486,4468,2,0,0
45,101288,47642,2,0,0
69,24132,13651,2,1,0
49,61598,21405,3,0,0
29,113812,15482,1,1,0
65,40551,5409,2,1,0
59,112511,1547,3,0,0
44,88206,38659,1,1,0
27,94900,20907,1,0,0
63,46296,24426,1,1,0
69,110216,43489,3,1,0
59,38066,15436,2,1,0
49,48892,17490,1,0,0
59,95577,29962,3,1,0
43,94590,39236,1,0,0
42,97173,30288,1,1,0
28,96293,23236,5,1,0
40,84771,15923,3,1,0
51,47484,2250,1,0,1
69,97865,14264,1,1,0
57,119074,2611,2,1,0
40,47115,8928,2,0,1
46,46038,35558,1,1,1
48,56622,1867,6,0,0
24,55886,32689,2,1,0
57,71284,46213,5,1,0
50,29901,34095,5,0,0
38,76377,4816,3,1,0
19,102910,33626,1,0,0
35,69862,36916,2,1,0
64,52806,48838,1,0,0
50,37659,12573,4,0,0
54,43453,44334,0,0,0
51,50498,19939,2,1,1
37,90393,14157,1,1,0
52,36312,10322,1,0,0
68,21436,3482,2,0,1
67,47569,36867,3,1,0
35,78813,45280,5,1,0
63,110485,14675,0,1,0
41,93229,31420,1,1,0
25,65986,43516,3,0,0
47,73177,12735,1,0,0
61,29305,14850,1,1,0
27,52646,7732,1,0,0
40,112838,41753,2,0,0
69,96126,46468,4,0,0
66,60430,39822,2,1,0
28,88659,35422,4,1,0
19,24158,33731,1,1,1
43,94236,12428,1,0,0
53,96067,12311,2,1,0
50,47738,4733,1,1,0
64,29879,40579,1,0,0
30,25543,9342,2,1,1
57,67924,11464,0,0,0
42,62348,49514,1,0,0
21,104117,46311,1,1,0
59,56679,11300,0,1,0
36,99118,35563,4,1,0
35,63888,49960,1,0,0
54,50276,14708,1,0,0
47,24799,29090,3,1,1
36,110627,42308,0,1,0
40,113770,17328,0,1,0
33,110141,27654,5,0,0
18,80558,7214,3,0,0
29,56534,39913,1,0,0
41,51668,28552,3,0,0
51,24111,36377,4,0,0
25,44686,26734,4,0,0
35,92551,25721,0,1,0
65,92392,19610,3,1,0
22,36490,14622,4,1,0
43,55194,29875,3,0,0
47,34497,24226,3,0,0
30,73516,28677,2,1,0
36,108730,11298,2,0,1
46,64104,36848,2,0,0
20,25316,34755,2,0,0
43,58130,18744,5,1,0
57,90229,24434,2,1,0
29,49954,41314,1,1,0
19,41652,49001,2,0,0
28,34178,2726,3,1,0
61,71163,49917,0,0,0
45,34751,15268,0,1,0
35,85961,47745,1,1,0
30,23044,1907,5,1,0
54,83165,26759,3,0,0
39,31480,14764,3,0,0
29,85439,25409,2,0,0
19,63874,9390,1,0,0
54,86775,31172,1,0,0
24,26566,36223,0,0,0
43,105311,38976,3,1,0
43,73149,41542,1,0,0
41,23006,48324,3,1,1
29,92561,49196,1,1,0
33,39423,4365,1,1,0
40,110710,26836,1,1,0
57,112199,29554,0,1,0
26,53952,22663,0,0,0
49,47326,6951,2,0,0
32,51139,16175,2,1,0
54,82103,12027,2,0,0
30,80857,43273,1,0,0
22,93638,11094,2,0,0
28,92652,24081,2,1,0
27,32937,13167,3,0,0
69,50161,9769,3,1,1
30,24383,24060,1,1,0
58,105856,2020,3,1,0
63,90043,12845,2,0,0
67,34735,37612,3,1,0
32,79919,37341,4,0,1
59,115249,11485,2,0,0
24,102055,39210,5,1,0
57,87561,8914,1,1,0
45,105455,41719,1,1,0
49,57622,9802,3,1,1
52,58135,42288,1,0,0
32,55658,34314,0,1,0
65,104677,49298,1,0,0
53,49696,20565,1,1,0
38,23773,28617,5,1,0
23,44956,42766,2,0,0
18,35819,26609,2,0,0
21,21528,45233,3,0,0
28,106491,21371,4,0,0
61,64588,49384,1,1,0
43,90585,20124,2,1,0
54,119152,13717,2,1,0
40,40511,49193,0,0,0
46,30119,38669,2,1,0
38,95893,27272,3,0,0
65,36167,12842,2,0,0
62,76503,39476,2,1,0
62,107789,3082,3,0,0
66,54889,27261,1,0,0
44,65678,21970,0,0,0
56,115334,10795,2,0,0
57,80262,46309,1,0,0
30,24681,34028,3,0,1
40,100291,21180,2,1,0
33,86008,47335,0,0,0
47,118417,28351,2,1,0
21,33690,39750,4,0,0
57,45912,34268,2,1,0
33,26473,2015,1,1,1
48,61298,44293,1,1,0
59,38669,25489,2,0,0
42,119500,37731,1,1,1
61,101998,12866,1,1,0
29,40943,46015,3,1,0
43,58785,36474,2,1,1
54,83427,16272,2,1,0
65,82001,33161,0,0,1
50,81724,3099,2,0,0
45,30832,7386,3,0,0
26,25385,6338,5,1,0
29,115898,9300,1,1,0
22,34708,22400,5,0,1
69,78600,25641,2,1,0
45,43438,5297,1,1,0
52,102747,20332,1,1,0
22,100107,42173,0,1,0
51,80062,48862,2,1,0
63,85428,16201,3,1,0
51,106843,46382,1,0,0
30,31002,47129,2,1,1
56,56153,34808,1,1,0
59,42440,13810,1,0,0
62,87501,8988,3,0,0
65,52556,41327,2,0,0
31,87963,20579,1,0,0
28,110725,22483,4,0,0
59,110674,1503,0,0,1
55,26563,6344,2,0,0
21,99923,9947,3,1,0
50,25840,10533,4,0,0
24,35154,48576,3,0,0
58,44194,41916,0,0,0
25,85020,47923,2,0,0
54,66861,16193,1,1,0
68,42448,2381,0,1,0
27,116460,8012,1,1,0
60,43528,16213,0,1,0
32,49402,28563,3,0,0
55,24352,16212,2,1,0
32,20184,31124,1,0,0
22,30384,47576,2,1,0
46,34319,11711,3,1,0
36,40449,31266,4,0,0
68,76333,48941,1,0,0
27,61205,10515,2,1,0
29,30426,21193,1,1,0
21,27504,45707,1,1,0
48,76578,3131,4,1,0
35,78209,3424,3,1,0
33,53368,45344,2,0,0
57,72185,22823,2,1,0
53,117630,10200,0,1,0
42,100221,24031,1,1,0
40,28724,4216,1,0,0
29,25084,46594,1,1,0
51,54810,1016,2,0,1
53,102277,38438,1,0,1
54,102297,27378,1,0,0
20,98872,36391,0,1,0
26,40872,32734,1,0,0
35,98950,14350,2,1,0
60,90333,15450,6,1,0
52,88843,2473,0,1,1
51,118104,26525,3,1,0
58,22596,29572,1,0,0
31,37167,43028,1,0,0
21,107844,38079,0,1,0
46,109751,31110,2,1,0
58,97331,36504,4,0,0
62,100520,27888,3,0,0
67,78326,2946,2,1,1
32,97670,22943,2,1,0
45,30782,16740,3,0,0
59,62002,27445,1,1,0
33,107187,10176,2,0,0
29,44022,30866,2,1,0
69,104458,45651,0,1,0
22,34618,38269,1,1,0
51,37245,12618,3,1,0
59,103796,25736,0,1,0
18,30027,39682,3,1,0
56,33986,25601,4,1,0
49,23526,33850,0,1,0
43,111797,42132,1,0,0
34,64361,6804,4,1,0
65,87158,20525,2,0,0
44,58286,46061,1,0,0
41,49533,28419,4,1,0
52,38316,24746,1,1,0
63,28699,13812,1,0,0
59,99491,27686,2,1,0
56,117079,36852,1,0,0
43,78465,3045,2,0,0
66,36673,26336,2,0,1
55,43395,46952,1,0,0
40,43707,31460,3,0,0
39,104749,48143,0,1,0
21,95937,22668,2,0,0
66,106732,35320,5,0,0
26,76416,41584,1,1,0
21,111512,33575,1,0,0
24,28758,34592,2,1,0
40,87009,37516,3,1,0
19,33281,6578,1,0,0
66,52548,38965,0,1,1
41,38371,42798,2,0,0
57,113899,22079,4,1,0
48,97593,1937,6,1,0
64,39644,8595,3,1,0
48,113659,1424,2,0,0
64,43874,45270,4,1,0
57,108659,4051,0,0,0
65,34281,36673,2,0,0
68,88787,32342,0,0,1
60,42289,13238,1,1,0
51,25054,28786,4,1,0
41,86846,30668,1,1,0
66,114682,3694,3,1,0
43,69769,4595,4,1,0
33,49312,2267,3,1,0
64,116517,1421,2,1,0
30,24257,20650,2,1,0
32,35846,8017,2,1,0
44,42483,10849,6,1,1
21,46558,24513,7,0,0
33,63188,45899,2,1,0
47,33012,42644,2,1,0
61,53236,3226,1,0,0
47,65076,5388,0,0,0
53,68402,3422,4,1,0
20,114467,40994,2,0,0
39,52076,10269,3,1,0
66,100337,13177,2,0,0
39,95164,13032,1,0,0
67,94264,45276,1,1,0
67,37335,8316,2,0,0
66,63773,3843,1,1,1
29,72158,29015,2,1,0
38,48570,5111,1,0,0
21,107995,46231,3,1,0
48,60658,23043,0,0,1
61,79184,31101,3,1,0
48,92613,47546,2,1,0
40,78194,37992,1,0,0
37,87507,28870,2,1,0
32,53959,38747,3,0,0
40,73072,36169,1,0,0
45,65588,42709,0,1,0
33,60533,30415,2,0,0
54,88582,16685,0,1,0
38,81743,16963,2,1,0
32,64518,30698,2,0,0
34,32703,30150,2,0,0
67,69456,22426,1,1,0
54,75491,7035,0,1,0
